id,predicted_price
2591820310,492902.66
7974200820,871747.8
7701450110,964073.2
9522300010,1507781.5
9510861140,717958.9
1761300310,378381.8
7732410120,606676.94
7010701383,587971.75
291310170,388356.5
4232901990,511173.0
6840701125,699221.06
3971700580,332867.56
4202400078,395744.8
6064800090,420165.94
2626119028,294092.56
3303980660,1446521.5
862000020,452450.53
2386000070,1094225.9
1138000450,309944.5
1775800420,415583.88
2291401425,343234.9
2025770560,1403276.2
3525069037,726262.06
9324800450,675379.56
8080400136,471729.97
8651540040,448756.03
9407001790,283494.03
1773101530,168138.33
9432900250,445367.94
1794500695,472129.75
2220069003,378595.44
923000120,438266.94
5728000060,464719.06
16000200,359598.97
1926059094,511511.5
6672900220,889572.0
3629860060,945325.1
1822069109,492658.1
6675500105,374439.34
249000180,1487848.9
226059065,420577.53
396100110,265721.72
9264450460,484446.38
7853361210,457544.16
9474700020,230982.61
421000455,231832.92
3755200220,346504.16
7960100075,514311.94
9477100490,304727.03
9138100350,750822.0
1624049275,368395.8
2770606890,325572.06
1157200189,593344.9
2770601800,449261.8
9301300805,395200.66
2325069032,1431331.4
1021079099,399619.03
7215730040,672094.7
1853200080,530117.4
3224600340,601169.9
3222049120,604745.9
2113700025,431341.03
7893207925,254363.4
3586501085,498848.3
8024200010,368550.44
7116500705,272822.06
1598600209,431332.06
7204200025,1259813.5
4206901505,472709.53
2937300440,800054.0
7205000180,522581.5
8718500665,388103.2
5318101765,684423.75
4122700020,743455.3
8078700020,563056.44
3303980680,969628.6
8924100372,1040867.0
2781270210,284316.34
519000043,443719.9
3225069301,2078107.8
151000075,713703.4
2297400020,375150.75
6617500085,646694.6
104510180,324364.5
3528900060,896760.7
3345100286,407942.0
1226039130,432978.56
8712100720,656022.4
3037200010,317745.44
3626039268,352024.38
104510230,320780.38
5112800060,451664.4
6072400280,615938.75
5317100570,555386.3
9528102993,534102.9
2919201095,432980.4
6181400920,358118.47
185000161,292791.25
8691400010,800603.75
3345700165,458620.22
6151800486,238397.1
4340000080,784439.4
4136960010,1069436.8
3634100030,448832.4
1624059224,966773.94
2788400090,312405.66
9828200762,448927.2
7524400250,518845.2
3528000290,671263.25
5700003630,1981564.4
2720069019,337603.88
7227501170,202524.83
2397101270,481250.16
6792100090,567665.3
2770602265,467055.72
3971700937,268392.53
422049203,290163.66
3076500830,365745.47
1423400260,306671.0
9161100795,397080.38
3126049052,539452.1
5100401468,390238.75
514500235,311591.06
1423200170,257548.7
1402100070,678724.8
624110020,989508.2
2407000145,276111.7
1890000225,670788.8
1320069271,449805.4
5490700085,318910.28
263000155,369023.97
3726800201,549083.06
5153200358,407682.03
2725079018,675898.2
7165700200,371650.28
9429000170,424962.5
8718500075,337135.47
1760650950,357896.66
1068000559,915804.44
4113800500,623041.4
4077800507,502421.56
2725069150,705828.6
4008400035,728105.06
7016310270,381984.47
1432701230,276737.8
3278606050,416079.44
2473350710,573112.25
2185000685,222288.73
7792000025,415314.84
6868200029,456417.34
624069003,626890.5
7431500280,778514.94
3296000040,511879.28
1118001215,964526.7
6453900040,682828.4
333100209,595069.75
34001765,731329.1
8946700100,566114.5
5561401210,921067.1
6671900095,344357.97
3275850020,548190.56
3876300600,370256.97
1450900020,315299.53
8562780280,321076.25
7663700973,371923.56
2126049032,301842.28
1823059159,222828.38
3438503426,338955.06
9297301495,531500.75
7140700850,511255.2
7942601805,743998.3
2555900030,343893.62
2887970040,439576.1
7419700010,442111.62
2239000011,310701.94
9283800050,465179.9
9407001340,331393.5
217500140,479583.75
7212660520,356219.34
3298201170,216625.83
3057000400,263882.62
6865200444,431467.84
6071600340,408796.2
6821600005,629235.6
1235100371,534612.6
7796450340,515229.56
3603000410,279307.7
9297300255,633366.3
9126100850,497729.75
2770601462,396678.94
2599001500,302289.5
1102000095,813488.94
1853080640,957623.94
9551201585,984185.3
3438500796,310384.06
7518504291,537345.9
9269200340,580418.1
715010130,1637328.9
1982201485,623809.06
9526500080,431705.47
9277200180,378750.4
6669150280,387780.53
8917100153,488369.3
3760500516,1167825.1
2725069050,1055242.4
3332000091,313862.03
8562770080,661549.6
8151601190,278860.5
8563040160,477328.12
240000269,1527782.1
4307350200,370634.8
1311910300,415591.62
3574900030,449446.9
7853230570,347668.25
320069049,351051.3
9839301060,622537.8
7011201333,629128.7
2781320100,348828.22
3421069120,496292.9
7852030320,509236.8
5316101075,1989528.1
5309100750,376938.38
629000730,492682.06
511700170,384555.75
1562100030,465950.3
2489200230,569445.9
524069116,422526.38
5315100737,815931.4
1868900675,897282.75
1608000120,453872.44
705700240,369829.34
7575600610,494549.62
1778500015,624014.1
5423500240,287218.38
6713700025,316709.6
2734100734,420165.66
301402280,304722.25
2113700205,307742.56
4114601570,2829848.0
3332000615,341981.8
3630050180,389056.53
6852700520,418030.62
6870310010,666252.6
6163900981,328075.5
393000142,407100.1
1771100130,245623.84
1442860160,570274.5
9191200435,585512.7
6788200800,966012.7
1115300070,828956.56
3176600105,568436.9
2770604665,462783.1
5469500580,684987.1
5680000545,489531.94
3424089119,451806.94
1328300180,405768.2
1773100922,451582.9
4123830480,383884.84
9808610190,739704.7
4250200140,336300.97
4217402115,3701285.8
3831250350,553685.75
2397101055,714309.44
6817850110,825609.9
7526800200,563676.06
7853370100,830985.9
2523089025,1108257.2
9476200680,307231.75
5714200140,588135.6
3575304895,560985.06
263000018,466371.5
8080400177,482167.97
6450304130,374884.56
514500090,406641.1
9477000300,402927.06
853600310,1253318.0
1951600240,289188.12
1099900120,456514.78
5323100120,475969.16
1223089016,427132.47
522059172,333669.84
1930300190,674629.3
9542840410,403389.5
8665050530,519799.03
5592900205,430033.53
5450300010,407631.1
2459960030,370677.2
3331500455,641209.2
3432500705,355763.2
3702900165,199393.47
5249803550,467358.25
626049058,397527.62
1788900380,215637.88
8075400360,333925.7
9113200250,568993.1
2738640040,671518.0
7821200307,384206.03
3530440140,490905.66
3582700130,456968.9
9276200569,694939.5
7197800020,475415.5
686200490,426026.06
3501600100,407741.03
6383000690,444190.8
7604400150,324520.38
5249801411,682557.7
2607720420,452487.16
9561100010,364994.3
1796370590,295520.7
4077800593,304240.72
854000165,279434.34
5536100010,449551.6
4188000670,870442.4
31000165,1042265.44
662350050,1061887.0
4137000280,416163.1
6169901130,832009.8
1953400510,341761.8
7518506716,914612.25
1552520010,278414.6
7955080270,404657.66
9212900100,437934.12
3438500798,283311.8
7899800890,293965.5
4319200605,435060.47
1329300480,466132.06
8935100100,526176.56
5016001260,444961.12
4337600280,314661.62
1446401220,275549.25
7135521530,546950.7
6888900115,312235.72
2413301070,432357.66
345700040,292542.7
5566100145,291193.38
7634800070,374881.44
9346910500,750279.4
3529300060,398721.4
8128600060,1374507.8
8572900275,224836.28
4139420590,1882423.4
9274200322,679543.8
1472700200,513094.66
8820903380,417602.47
8563010130,826906.9
8965450110,733483.25
9274204230,462199.6
8165501700,396092.84
2193340260,440415.94
1860600290,630715.8
1222000055,236181.33
2492200280,541685.3
2488200455,442822.1
809001520,876088.6
1796361140,306919.78
6398000011,1000609.7
6813600365,522576.88
7504100920,932992.44
8835770330,922239.3
524059322,669364.25
4307330280,360027.22
1245002952,755611.5
2021069059,294407.84
5700000595,632589.5
3629970930,701991.1
3336002215,385515.06
5100401060,540044.06
3278600750,326374.47
1126069045,1304704.5
7568700175,301916.2
452001475,477062.16
9283800230,597030.06
1737300130,711716.06
6189600040,342060.2
3679400025,574561.56
1096100010,343794.28
9513900050,331810.4
5452800645,631313.56
273800100,341496.44
7228500037,378087.03
808300090,485664.22
2493200215,717418.6
5035300255,556241.4
3380900160,360071.1
3630000130,402152.06
7300400670,355545.66
6798100070,317223.47
8078400010,490935.06
5566100060,340896.88
2768200212,443161.94
4035900060,554022.8
9460000110,609830.0
7199320190,426619.9
2225039081,369548.6
9512200050,929339.3
2634500085,285614.9
3654800200,269788.34
2724079090,1296446.5
2597520720,742320.7
3034200426,349003.44
984000130,356249.97
7852020670,473142.06
7923500060,602034.8
2310030510,385678.5
2205500540,353141.6
2493200015,534278.8
7853361420,477069.3
5652600605,433296.5
5285200020,465085.06
9406530150,464347.88
5706300020,370436.7
3278602490,546609.7
7197000100,444659.44
4447300008,636886.56
7899800045,323135.0
9250900095,362813.12
9268851740,585972.5
8682261440,565781.06
7284900385,988789.8
8079040300,422178.03
2225300585,370955.44
3223039013,464326.78
2013801350,335846.06
4055701110,961441.5
3578401770,409063.1
4046500720,575024.56
6145601745,412566.1
5207200195,440656.34
1972201856,496821.9
7212680080,388512.78
7277100510,672083.75
522079022,581647.5
5605000440,737839.94
6632300230,321558.44
8815400165,626783.44
6708200320,679795.8
2426059076,510251.0
3260200200,374745.44
2770601741,379351.25
4338800500,271782.5
9201000320,707827.2
7655900038,307794.03
3625059140,583343.5
4222310010,280022.56
2114700115,412942.88
3291800710,341107.38
9406590010,662393.25
3025059124,1174692.2
7972601250,477404.9
930000470,696602.6
6690500060,422946.53
16000015,225186.64
5693501102,467926.06
8079040490,425709.6
7225000155,472572.0
8819900170,747181.4
7972601270,376190.12
1224069074,807852.1
5126900321,356058.44
3438501860,422429.22
2822069080,522622.38
1656600310,795460.25
3856900507,1242627.2
1626069139,452903.2
2524049257,1538737.5
3904960150,372748.25
7214820610,492554.72
7977201845,549923.75
2428100080,878504.0
2202500135,312361.44
1523550220,700120.0
2313900610,352820.53
4123840050,457306.34
2125059124,1032322.94
1225039067,419495.78
6431500283,469651.44
2473380010,358249.75
5694501195,374997.25
2881700046,352603.34
6837820330,462887.8
2337300370,284660.7
3876540630,283527.97
626059317,366080.16
3374500520,493517.22
7228501903,344439.97
4019300051,499522.44
4232902615,467466.6
3546000090,343685.44
8127700215,742209.1
3438501100,342986.47
1769600066,673780.06
8146100610,308861.75
3052700695,490560.97
7954310210,648751.0
3761700053,1656160.6
1320069179,425769.34
1331900410,820624.44
7303100210,388454.16
2464400285,409041.8
6163901150,345225.38
8955800045,551125.7
2314300200,480654.44
9528104360,317772.03
4177100005,579556.94
8856960260,362154.12
1828001220,545071.8
3066400710,712997.4
624110610,978243.4
4040800260,294766.3
5019500215,535324.8
2481630180,1356972.8
